sales,profit,region,state,category,type,caffeination
149,23,West,WA,Espresso,Caffe Mocha,Regular
182,53,West,WA,Espresso,Decaf Espresso,Decaf
205,74,Central,CO,Tea,Green Tea,Regular
322,92,Central,CO,Herbal Tea,Chamomile,Decaf
122,5,Central,CO,Herbal Tea,Lemon,Decaf
123,26,Central,CO,Herbal Tea,Mint,Decaf
120,13,Central,CO,Tea,Darjeeling,Regular
118,27,Central,CO,Tea,Earl Grey,Regular
182,56,Central,CO,Espresso,Decaf Espresso,Decaf
187,79,Central,CO,Espresso,Caffe Mocha,Regular
265,116,Central,CO,Coffee,Decaf Irish Cream,Decaf
302,133,Central,CO,Coffee,Amaretto,Regular
90,27,Central,CO,Coffee,Columbian,Regular
302,133,Central,IL,Herbal Tea,Chamomile,Decaf
90,27,Central,IL,Herbal Tea,Lemon,Decaf
265,116,Central,IL,Herbal Tea,Mint,Decaf
187,78,Central,IL,Tea,Darjeeling,Regular
182,55,Central,IL,Tea,Earl Grey,Regular
478,149,Central,IL,Espresso,Decaf Espresso,Decaf
598,224,Central,IL,Espresso,Caffe Mocha,Regular
298,115,Central,IL,Coffee,Decaf Irish Cream,Decaf
367,120,Central,IL,Coffee,Columbian,Regular
598,224,Central,IA,Herbal Tea,Chamomile,Decaf
298,114,Central,IA,Herbal Tea,Lemon,Decaf
478,149,Central,IA,Tea,Darjeeling,Regular
567,183,Central,IA,Tea,Earl Grey,Regular
58,18,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
23,2,Central,IA,Coffee,Decaf Irish Cream,Decaf
52,15,Central,IA,Coffee,Amaretto,Regular
68,7,Central,IA,Coffee,Columbian,Regular
77,3,Central,MO,Tea,Green Tea,Regular
109,6,Central,MO,Herbal Tea,Chamomile,Decaf
109,26,Central,MO,Herbal Tea,Lemon,Decaf
92,13,Central,MO,Tea,Darjeeling,Regular
56,11,Central,MO,Tea,Earl Grey,Regular
99,36,Central,MO,Espresso,Caffe Mocha,Regular
79,28,Central,MO,Espresso,Decaf Espresso,Decaf
142,35,Central,MO,Coffee,Decaf Irish Cream,Decaf
177,35,Central,MO,Coffee,Columbian,Regular
205,65,Central,OH,Tea,Darjeeling,Regular
218,76,Central,OH,Tea,Earl Grey,Regular
53,16,Central,OH,Herbal Tea,Chamomile,Decaf
66,20,Central,OH,Herbal Tea,Lemon,Decaf
322,92,Central,OH,Espresso,Caffe Mocha,Regular
120,12,Central,OH,Espresso,Decaf Espresso,Decaf
123,26,Central,OH,Coffee,Amaretto,Regular
107,28,Central,OH,Coffee,Columbian,Regular
122,5,Central,OH,Coffee,Decaf Irish Cream,Decaf
113,30,Central,WI,Tea,Darjeeling,Regular
144,0,Central,WI,Tea,Earl Grey,Regular
159,57,Central,WI,Herbal Tea,Chamomile,Decaf
118,45,Central,WI,Herbal Tea,Lemon,Decaf
174,48,Central,WI,Espresso,Caffe Mocha,Regular
51,10,Central,WI,Espresso,Decaf Espresso,Decaf
126,15,Central,WI,Coffee,Amaretto,Regular
230,18,Central,WI,Coffee,Columbian,Regular
202,61,Central,WI,Coffee,Decaf Irish Cream,Decaf
99,36,East,CT,Tea,Darjeeling,Regular
60,18,East,CT,Tea,Green Tea,Regular
177,34,East,CT,Herbal Tea,Lemon,Decaf
142,35,East,CT,Herbal Tea,Mint,Decaf
144,1,East,CT,Espresso,Caffe Mocha,Regular
111,21,East,CT,Espresso,Decaf Espresso,Decaf
313,115,East,CT,Coffee,Columbian,Regular
94,35,East,FL,Tea,Darjeeling,Regular
118,46,East,FL,Tea,Green Tea,Regular
51,10,East,FL,Herbal Tea,Chamomile,Decaf
126,16,East,FL,Herbal Tea,Lemon,Decaf
174,48,East,FL,Herbal Tea,Mint,Decaf
230,18,East,FL,Espresso,Caffe Mocha,Regular
202,60,East,FL,Espresso,Decaf Espresso,Decaf
218,76,East,FL,Coffee,Decaf Irish Cream,Decaf
205,64,East,FL,Coffee,Columbian,Regular
66,20,East,MA,Tea,Darjeeling,Regular
53,15,East,MA,Tea,Green Tea,Regular
120,13,East,MA,Herbal Tea,Lemon,Decaf
116,11,East,MA,Espresso,Caffe Mocha,Regular
322,92,East,MA,Espresso,Regular Espresso,Regular
474,348,East,MA,Coffee,Columbian,Regular
52,14,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
77,3,East,NH,Herbal Tea,Lemon,Decaf
109,7,East,NH,Espresso,Caffe Mocha,Regular
56,12,East,NH,Espresso,Regular Espresso,Regular
114,24,East,NH,Coffee,Columbian,Regular
120,33,East,NH,Coffee,Amaretto,Regular
265,115,East,NY,Tea,Darjeeling,Regular
302,134,East,NY,Tea,Earl Grey,Regular
187,78,East,NY,Tea,Green Tea,Regular
513,129,East,NY,Herbal Tea,Lemon,Decaf
164,170,East,NY,Herbal Tea,Mint,Decaf
69,202,East,NY,Espresso,Caffe Mocha,Regular
765,435,East,NY,Espresso,Regular Espresso,Regular
650,247,East,NY,Coffee,Columbian,Regular
119,47,South,LA,Coffee,Columbian,Regular
118,45,South,LA,Coffee,Decaf Irish Cream,Decaf
236,87,South,LA,Herbal Tea,Chamomile,Decaf
177,34,South,LA,Herbal Tea,Lemon,Decaf
144,1,South,LA,Espresso,Caffe Latte,Regular
159,58,South,LA,Espresso,Caffe Mocha,Regular
113,30,South,LA,Espresso,Decaf Espresso,Decaf
114,23,South,NM,Coffee,Columbian,Regular
109,26,South,NM,Coffee,Decaf Irish Cream,Decaf
52,14,South,NM,Herbal Tea,Chamomile,Decaf
68,6,South,NM,Herbal Tea,Lemon,Decaf
56,12,South,NM,Espresso,Caffe Latte,Regular
109,6,South,NM,Espresso,Caffe Mocha,Regular
92,14,South,NM,Espresso,Decaf Espresso,Decaf
205,74,South,OK,Coffee,Columbian,Regular
66,21,South,OK,Coffee,Decaf Irish Cream,Decaf
126,16,South,OK,Herbal Tea,Chamomile,Decaf
230,17,South,OK,Herbal Tea,Lemon,Decaf
218,76,South,OK,Espresso,Caffe Latte,Regular
53,15,South,OK,Espresso,Caffe Mocha,Regular
205,65,South,OK,Espresso,Decaf Espresso,Decaf
520,185,South,TX,Coffee,Columbian,Regular
90,26,South,TX,Coffee,Decaf Irish Cream,Decaf
123,26,South,TX,Herbal Tea,Chamomile,Decaf
107,28,South,TX,Herbal Tea,Lemon,Decaf
182,55,South,TX,Espresso,Caffe Latte,Regular
302,133,South,TX,Espresso,Caffe Mocha,Regular
187,78,South,TX,Espresso,Decaf Espresso,Decaf
120,33,West,UT,Herbal Tea,Chamomile,Decaf
114,23,West,UT,Herbal Tea,Lemon,Decaf
109,27,West,UT,Herbal Tea,Mint,Decaf
109,6,West,UT,Tea,Darjeeling,Regular
92,14,West,UT,Tea,Earl Grey,Regular
56,12,West,UT,Tea,Green Tea,Regular
142,36,West,UT,Coffee,Amaretto,Regular
111,22,West,UT,Coffee,Columbian,Regular
177,34,West,UT,Coffee,Decaf Irish Cream,Decaf
79,28,West,UT,Espresso,Caffe Latte,Regular
236,87,West,UT,Espresso,Caffe Mocha,Regular
99,37,West,UT,Espresso,Decaf Espresso,Decaf
265,115,West,CA,Herbal Tea,Chamomile,Decaf
520,186,West,CA,Herbal Tea,Lemon,Decaf
90,26,West,CA,Herbal Tea,Mint,Decaf
302,134,West,CA,Tea,Darjeeling,Regular
187,79,West,CA,Tea,Earl Grey,Regular
182,56,West,CA,Tea,Green Tea,Regular
109,74,West,CA,Coffee,Amaretto,Regular
650,247,West,CA,Coffee,Columbian,Regular
130,117,West,CA,Coffee,Decaf Irish Cream,Decaf
478,149,West,CA,Espresso,Caffe Latte,Regular
298,27,West,CA,Espresso,Caffe Mocha,Regular
598,225,West,CA,Espresso,Decaf Espresso,Decaf
298,26,West,NV,Herbal Tea,Chamomile,Decaf
367,120,West,NV,Herbal Tea,Lemon,Decaf
298,114,West,NV,Herbal Tea,Mint,Decaf
598,224,West,NV,Tea,Darjeeling,Regular
478,149,West,NV,Tea,Earl Grey,Regular
21,363,West,NV,Tea,Green Tea,Regular
77,2,West,NV,Coffee,Columbian,Regular
68,7,West,NV,Coffee,Decaf Irish Cream,Decaf
43,32,West,NV,Espresso,Caffe Latte,Regular
52,14,West,NV,Espresso,Caffe Mocha,Regular
58,17,West,NV,Espresso,Decaf Espresso,Decaf
61,17,West,OR,Herbal Tea,Chamomile,Decaf
205,73,West,OR,Herbal Tea,Lemon,Decaf
53,16,West,OR,Tea,Darjeeling,Regular
205,64,West,OR,Tea,Earl Grey,Regular
218,76,West,OR,Tea,Green Tea,Regular
122,5,West,OR,Coffee,Amaretto,Regular
144,21,West,OR,Coffee,Columbian,Regular
107,29,West,OR,Coffee,Decaf Irish Cream,Decaf
120,12,West,OR,Espresso,Caffe Latte,Regular
123,27,West,OR,Espresso,Caffe Mocha,Regular
322,91,West,OR,Espresso,Decaf Espresso,Decaf
313,115,West,WA,Herbal Tea,Chamomile,Decaf
119,47,West,WA,Herbal Tea,Lemon,Decaf
159,57,West,WA,Tea,Darjeeling,Regular
113,31,West,WA,Tea,Earl Grey,Regular
144,0,West,WA,Tea,Green Tea,Regular
167,56,West,WA,Coffee,Columbian,Regular
230,17,West,WA,Coffee,Decaf Irish Cream,Decaf
51,10,West,WA,Espresso,Caffe Latte,Regular
126,16,West,WA,Espresso,Caffe Mocha,Regular
174,48,West,WA,Espresso,Decaf Espresso,Decaf
200,70,Central,CO,Tea,Green Tea,Regular
363,107,Central,CO,Herbal Tea,Chamomile,Decaf
125,4,Central,CO,Herbal Tea,Lemon,Decaf
138,32,Central,CO,Herbal Tea,Mint,Decaf
124,15,Central,CO,Tea,Darjeeling,Regular
125,29,Central,CO,Tea,Earl Grey,Regular
189,58,Central,CO,Espresso,Decaf Espresso,Decaf
123,48,Central,CO,Espresso,Caffe Mocha,Regular
198,84,Central,CO,Coffee,Decaf Irish Cream,Decaf
290,128,Central,CO,Coffee,Amaretto,Regular
92,27,Central,CO,Coffee,Columbian,Regular
290,127,Central,IL,Herbal Tea,Chamomile,Decaf
92,27,Central,IL,Herbal Tea,Lemon,Decaf
198,84,Central,IL,Herbal Tea,Mint,Decaf
123,48,Central,IL,Tea,Darjeeling,Regular
189,59,Central,IL,Tea,Earl Grey,Regular
423,129,Central,IL,Espresso,Decaf Espresso,Decaf
532,196,Central,IL,Espresso,Caffe Mocha,Regular
278,106,Central,IL,Coffee,Decaf Irish Cream,Decaf
412,139,Central,IL,Coffee,Columbian,Regular
532,196,Central,IA,Herbal Tea,Chamomile,Decaf
278,107,Central,IA,Herbal Tea,Lemon,Decaf
423,129,Central,IA,Tea,Darjeeling,Regular
545,173,Central,IA,Tea,Earl Grey,Regular
56,16,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
23,3,Central,IA,Coffee,Decaf Irish Cream,Decaf
39,8,Central,IA,Coffee,Amaretto,Regular
64,5,Central,IA,Coffee,Columbian,Regular
74,4,Central,MO,Tea,Green Tea,Regular
106,8,Central,MO,Herbal Tea,Chamomile,Decaf
122,9,Central,MO,Herbal Tea,Lemon,Decaf
82,9,Central,MO,Tea,Darjeeling,Regular
76,3,Central,MO,Tea,Earl Grey,Regular
132,51,Central,MO,Espresso,Caffe Mocha,Regular
81,27,Central,MO,Espresso,Decaf Espresso,Decaf
150,38,Central,MO,Coffee,Decaf Irish Cream,Decaf
184,38,Central,MO,Coffee,Columbian,Regular
197,62,Central,OH,Tea,Darjeeling,Regular
245,89,Central,OH,Tea,Earl Grey,Regular
80,29,Central,OH,Herbal Tea,Chamomile,Decaf
88,30,Central,OH,Herbal Tea,Lemon,Decaf
363,107,Central,OH,Espresso,Caffe Mocha,Regular
124,16,Central,OH,Espresso,Decaf Espresso,Decaf
138,33,Central,OH,Coffee,Amaretto,Regular
114,32,Central,OH,Coffee,Columbian,Regular
125,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
120,33,Central,WI,Tea,Darjeeling,Regular
147,2,Central,WI,Tea,Earl Grey,Regular
141,48,Central,WI,Herbal Tea,Chamomile,Decaf
78,27,Central,WI,Herbal Tea,Lemon,Decaf
164,45,Central,WI,Espresso,Caffe Mocha,Regular
52,11,Central,WI,Espresso,Decaf Espresso,Decaf
121,14,Central,WI,Coffee,Amaretto,Regular
224,16,Central,WI,Coffee,Columbian,Regular
180,51,Central,WI,Coffee,Decaf Irish Cream,Decaf
132,51,East,CT,Tea,Darjeeling,Regular
90,33,East,CT,Tea,Green Tea,Regular
184,38,East,CT,Herbal Tea,Lemon,Decaf
150,38,East,CT,Herbal Tea,Mint,Decaf
147,2,East,CT,Espresso,Caffe Mocha,Regular
124,26,East,CT,Espresso,Decaf Espresso,Decaf
325,122,East,CT,Coffee,Columbian,Regular
70,23,East,FL,Tea,Darjeeling,Regular
78,28,East,FL,Tea,Green Tea,Regular
52,11,East,FL,Herbal Tea,Chamomile,Decaf
121,13,East,FL,Herbal Tea,Lemon,Decaf
164,44,East,FL,Herbal Tea,Mint,Decaf
224,15,East,FL,Espresso,Caffe Mocha,Regular
180,51,East,FL,Espresso,Decaf Espresso,Decaf
197,63,East,FL,Coffee,Columbian,Regular
245,89,East,FL,Coffee,Decaf Irish Cream,Decaf
88,31,East,MA,Tea,Darjeeling,Regular
80,29,East,MA,Tea,Green Tea,Regular
124,15,East,MA,Herbal Tea,Lemon,Decaf
120,8,East,MA,Espresso,Caffe Mocha,Regular
363,108,East,MA,Espresso,Regular Espresso,Regular
454,324,East,MA,Coffee,Columbian,Regular
39,8,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
74,4,East,NH,Herbal Tea,Lemon,Decaf
106,8,East,NH,Espresso,Caffe Mocha,Regular
76,3,East,NH,Espresso,Regular Espresso,Regular
109,20,East,NH,Coffee,Columbian,Regular
113,30,East,NH,Coffee,Amaretto,Regular
198,84,East,NY,Tea,Darjeeling,Regular
290,127,East,NY,Tea,Earl Grey,Regular
123,47,East,NY,Tea,Green Tea,Regular
576,204,East,NY,Herbal Tea,Lemon,Decaf
160,156,East,NY,Herbal Tea,Mint,Decaf
61,202,East,NY,Espresso,Caffe Mocha,Regular
675,381,East,NY,Espresso,Regular Espresso,Regular
623,236,East,NY,Coffee,Columbian,Regular
115,44,South,LA,Coffee,Columbian,Regular
78,28,South,LA,Coffee,Decaf Irish Cream,Decaf
231,85,South,LA,Herbal Tea,Chamomile,Decaf
184,38,South,LA,Herbal Tea,Lemon,Decaf
147,1,South,LA,Espresso,Caffe Latte,Regular
141,49,South,LA,Espresso,Caffe Mocha,Regular
120,34,South,LA,Espresso,Decaf Espresso,Decaf
109,20,South,NM,Coffee,Columbian,Regular
122,8,South,NM,Coffee,Decaf Irish Cream,Decaf
39,9,South,NM,Herbal Tea,Chamomile,Decaf
64,5,South,NM,Herbal Tea,Lemon,Decaf
76,4,South,NM,Espresso,Caffe Latte,Regular
106,7,South,NM,Espresso,Caffe Mocha,Regular
82,8,South,NM,Espresso,Decaf Espresso,Decaf
200,71,South,OK,Coffee,Columbian,Regular
88,30,South,OK,Coffee,Decaf Irish Cream,Decaf
121,13,South,OK,Herbal Tea,Chamomile,Decaf
224,15,South,OK,Herbal Tea,Lemon,Decaf
245,89,South,OK,Espresso,Caffe Latte,Regular
80,29,South,OK,Espresso,Caffe Mocha,Regular
197,62,South,OK,Espresso,Decaf Espresso,Decaf
490,174,South,TX,Coffee,Columbian,Regular
92,26,South,TX,Coffee,Decaf Irish Cream,Decaf
138,32,South,TX,Herbal Tea,Chamomile,Decaf
114,31,South,TX,Herbal Tea,Lemon,Decaf
189,59,South,TX,Espresso,Caffe Latte,Regular
290,127,South,TX,Espresso,Caffe Mocha,Regular
123,48,South,TX,Espresso,Decaf Espresso,Decaf
113,30,West,UT,Herbal Tea,Chamomile,Decaf
109,20,West,UT,Herbal Tea,Lemon,Decaf
122,8,West,UT,Herbal Tea,Mint,Decaf
106,7,West,UT,Tea,Darjeeling,Regular
82,9,West,UT,Tea,Earl Grey,Regular
76,3,West,UT,Tea,Green Tea,Regular
150,39,West,UT,Coffee,Amaretto,Regular
124,27,West,UT,Coffee,Columbian,Regular
184,38,West,UT,Coffee,Decaf Irish Cream,Decaf
81,27,West,UT,Espresso,Caffe Latte,Regular
231,85,West,UT,Espresso,Caffe Mocha,Regular
132,52,West,UT,Espresso,Decaf Espresso,Decaf
198,84,West,CA,Herbal Tea,Chamomile,Decaf
490,174,West,CA,Herbal Tea,Lemon,Decaf
92,27,West,CA,Herbal Tea,Mint,Decaf
290,128,West,CA,Tea,Darjeeling,Regular
123,47,West,CA,Tea,Earl Grey,Regular
189,59,West,CA,Tea,Green Tea,Regular
116,56,West,CA,Coffee,Amaretto,Regular
623,235,West,CA,Coffee,Columbian,Regular
146,127,West,CA,Coffee,Decaf Irish Cream,Decaf
423,129,West,CA,Espresso,Caffe Latte,Regular
289,26,West,CA,Espresso,Caffe Mocha,Regular
532,197,West,CA,Espresso,Decaf Espresso,Decaf
289,26,West,NV,Herbal Tea,Chamomile,Decaf
412,138,West,NV,Herbal Tea,Lemon,Decaf
278,107,West,NV,Herbal Tea,Mint,Decaf
532,196,West,NV,Tea,Darjeeling,Regular
423,128,West,NV,Tea,Earl Grey,Regular
32,340,West,NV,Tea,Green Tea,Regular
74,4,West,NV,Coffee,Columbian,Regular
64,5,West,NV,Coffee,Decaf Irish Cream,Decaf
43,31,West,NV,Espresso,Caffe Latte,Regular
39,9,West,NV,Espresso,Caffe Mocha,Regular
56,17,West,NV,Espresso,Decaf Espresso,Decaf
63,19,West,OR,Herbal Tea,Chamomile,Decaf
200,70,West,OR,Herbal Tea,Lemon,Decaf
80,28,West,OR,Tea,Darjeeling,Regular
197,62,West,OR,Tea,Earl Grey,Regular
245,89,West,OR,Tea,Green Tea,Regular
125,4,West,OR,Coffee,Amaretto,Regular
128,14,West,OR,Coffee,Columbian,Regular
114,32,West,OR,Coffee,Decaf Irish Cream,Decaf
124,16,West,OR,Espresso,Caffe Latte,Regular
138,33,West,OR,Espresso,Caffe Mocha,Regular
363,108,West,OR,Espresso,Decaf Espresso,Decaf
325,122,West,WA,Herbal Tea,Chamomile,Decaf
115,44,West,WA,Herbal Tea,Lemon,Decaf
141,49,West,WA,Tea,Darjeeling,Regular
120,34,West,WA,Tea,Earl Grey,Regular
147,1,West,WA,Tea,Green Tea,Regular
156,50,West,WA,Coffee,Columbian,Regular
224,16,West,WA,Coffee,Decaf Irish Cream,Decaf
52,11,West,WA,Espresso,Caffe Latte,Regular
121,13,West,WA,Espresso,Caffe Mocha,Regular
164,45,West,WA,Espresso,Decaf Espresso,Decaf
103,6,Central,CO,Tea,Darjeeling,Regular
116,26,Central,CO,Tea,Earl Grey,Regular
185,66,Central,CO,Tea,Green Tea,Regular
306,87,Central,CO,Herbal Tea,Chamomile,Decaf
112,6,Central,CO,Herbal Tea,Lemon,Decaf
127,29,Central,CO,Herbal Tea,Mint,Decaf
133,53,Central,CO,Espresso,Caffe Mocha,Regular
168,47,Central,CO,Espresso,Decaf Espresso,Decaf
210,88,Central,CO,Coffee,Decaf Irish Cream,Decaf
302,134,Central,CO,Coffee,Amaretto,Regular
99,29,Central,CO,Coffee,Columbian,Regular
133,53,Central,IL,Tea,Darjeeling,Regular
168,47,Central,IL,Tea,Earl Grey,Regular
302,133,Central,IL,Herbal Tea,Chamomile,Decaf
99,29,Central,IL,Herbal Tea,Lemon,Decaf
210,88,Central,IL,Herbal Tea,Mint,Decaf
576,216,Central,IL,Espresso,Caffe Mocha,Regular
501,157,Central,IL,Espresso,Decaf Espresso,Decaf
312,122,Central,IL,Coffee,Decaf Irish Cream,Decaf
534,194,Central,IL,Coffee,Columbian,Regular
501,156,Central,IA,Tea,Darjeeling,Regular
654,216,Central,IA,Tea,Earl Grey,Regular
576,216,Central,IA,Herbal Tea,Chamomile,Decaf
312,123,Central,IA,Herbal Tea,Lemon,Decaf
58,17,Central,IA,Espresso,Caffe Mocha,Regular
43,32,Central,IA,Espresso,Decaf Espresso,Decaf
24,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
41,10,Central,IA,Coffee,Amaretto,Regular
69,8,Central,IA,Coffee,Columbian,Regular
89,11,Central,MO,Tea,Darjeeling,Regular
45,16,Central,MO,Tea,Earl Grey,Regular
88,2,Central,MO,Tea,Green Tea,Regular
118,5,Central,MO,Herbal Tea,Chamomile,Decaf
160,16,Central,MO,Herbal Tea,Lemon,Decaf
123,48,Central,MO,Espresso,Caffe Mocha,Regular
77,27,Central,MO,Espresso,Decaf Espresso,Decaf
139,36,Central,MO,Coffee,Decaf Irish Cream,Decaf
153,26,Central,MO,Coffee,Columbian,Regular
221,72,Central,OH,Tea,Darjeeling,Regular
320,121,Central,OH,Tea,Earl Grey,Regular
73,25,Central,OH,Herbal Tea,Chamomile,Decaf
82,29,Central,OH,Herbal Tea,Lemon,Decaf
306,87,Central,OH,Espresso,Caffe Mocha,Regular
103,6,Central,OH,Espresso,Decaf Espresso,Decaf
127,29,Central,OH,Coffee,Amaretto,Regular
101,24,Central,OH,Coffee,Columbian,Regular
112,6,Central,OH,Coffee,Decaf Irish Cream,Decaf
106,28,Central,WI,Tea,Darjeeling,Regular
131,3,Central,WI,Tea,Earl Grey,Regular
107,30,Central,WI,Herbal Tea,Chamomile,Decaf
85,30,Central,WI,Herbal Tea,Lemon,Decaf
176,50,Central,WI,Espresso,Caffe Mocha,Regular
56,13,Central,WI,Espresso,Decaf Espresso,Decaf
145,22,Central,WI,Coffee,Amaretto,Regular
250,20,Central,WI,Coffee,Columbian,Regular
195,57,Central,WI,Coffee,Decaf Irish Cream,Decaf
123,47,East,CT,Tea,Darjeeling,Regular
82,28,East,CT,Tea,Green Tea,Regular
153,27,East,CT,Herbal Tea,Lemon,Decaf
139,36,East,CT,Herbal Tea,Mint,Decaf
131,2,East,CT,Espresso,Caffe Mocha,Regular
114,21,East,CT,Espresso,Decaf Espresso,Decaf
289,105,East,CT,Coffee,Columbian,Regular
75,26,East,FL,Tea,Darjeeling,Regular
85,30,East,FL,Tea,Green Tea,Regular
56,12,East,FL,Herbal Tea,Chamomile,Decaf
145,23,East,FL,Herbal Tea,Lemon,Decaf
176,50,East,FL,Herbal Tea,Mint,Decaf
250,21,East,FL,Espresso,Caffe Mocha,Regular
195,58,East,FL,Espresso,Decaf Espresso,Decaf
221,73,East,FL,Coffee,Columbian,Regular
320,122,East,FL,Coffee,Decaf Irish Cream,Decaf
82,29,East,MA,Tea,Darjeeling,Regular
73,25,East,MA,Tea,Green Tea,Regular
103,7,East,MA,Herbal Tea,Lemon,Decaf
99,20,East,MA,Espresso,Caffe Mocha,Regular
306,87,East,MA,Espresso,Regular Espresso,Regular
510,390,East,MA,Coffee,Columbian,Regular
41,10,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
88,2,East,NH,Herbal Tea,Lemon,Decaf
118,4,East,NH,Espresso,Caffe Mocha,Regular
45,16,East,NH,Espresso,Regular Espresso,Regular
127,37,East,NH,Coffee,Amaretto,Regular
122,28,East,NH,Coffee,Columbian,Regular
210,89,East,NY,Tea,Darjeeling,Regular
302,133,East,NY,Tea,Earl Grey,Regular
133,52,East,NY,Tea,Green Tea,Regular
747,309,East,NY,Herbal Tea,Lemon,Decaf
148,189,East,NY,Herbal Tea,Mint,Decaf
66,224,East,NY,Espresso,Caffe Mocha,Regular
657,312,East,NY,Espresso,Regular Espresso,Regular
699,271,East,NY,Coffee,Columbian,Regular
120,46,South,LA,Coffee,Columbian,Regular
85,31,South,LA,Coffee,Decaf Irish Cream,Decaf
214,77,South,LA,Herbal Tea,Chamomile,Decaf
153,26,South,LA,Herbal Tea,Lemon,Decaf
131,3,South,LA,Espresso,Caffe Latte,Regular
107,31,South,LA,Espresso,Caffe Mocha,Regular
106,27,South,LA,Espresso,Decaf Espresso,Decaf
122,27,South,NM,Coffee,Columbian,Regular
160,16,South,NM,Coffee,Decaf Irish Cream,Decaf
41,9,South,NM,Herbal Tea,Chamomile,Decaf
69,7,South,NM,Herbal Tea,Lemon,Decaf
45,15,South,NM,Espresso,Caffe Latte,Regular
118,5,South,NM,Espresso,Caffe Mocha,Regular
89,12,South,NM,Espresso,Decaf Espresso,Decaf
185,66,South,OK,Coffee,Columbian,Regular
82,28,South,OK,Coffee,Decaf Irish Cream,Decaf
145,22,South,OK,Herbal Tea,Chamomile,Decaf
250,20,South,OK,Herbal Tea,Lemon,Decaf
320,121,South,OK,Espresso,Caffe Latte,Regular
73,24,South,OK,Espresso,Caffe Mocha,Regular
221,72,South,OK,Espresso,Decaf Espresso,Decaf
525,188,South,TX,Coffee,Columbian,Regular
99,30,South,TX,Coffee,Decaf Irish Cream,Decaf
127,28,South,TX,Herbal Tea,Chamomile,Decaf
101,24,South,TX,Herbal Tea,Lemon,Decaf
168,47,South,TX,Espresso,Caffe Latte,Regular
302,133,South,TX,Espresso,Caffe Mocha,Regular
133,52,South,TX,Espresso,Decaf Espresso,Decaf
127,36,West,UT,Herbal Tea,Chamomile,Decaf
122,28,West,UT,Herbal Tea,Lemon,Decaf
160,17,West,UT,Herbal Tea,Mint,Decaf
118,4,West,UT,Tea,Darjeeling,Regular
89,12,West,UT,Tea,Earl Grey,Regular
45,15,West,UT,Tea,Green Tea,Regular
139,36,West,UT,Coffee,Amaretto,Regular
114,21,West,UT,Coffee,Columbian,Regular
153,26,West,UT,Coffee,Decaf Irish Cream,Decaf
77,26,West,UT,Espresso,Caffe Latte,Regular
214,77,West,UT,Espresso,Caffe Mocha,Regular
123,47,West,UT,Espresso,Decaf Espresso,Decaf
210,89,West,CA,Herbal Tea,Chamomile,Decaf
525,188,West,CA,Herbal Tea,Lemon,Decaf
99,29,West,CA,Herbal Tea,Mint,Decaf
302,134,West,CA,Tea,Darjeeling,Regular
133,53,West,CA,Tea,Earl Grey,Regular
168,47,West,CA,Tea,Green Tea,Regular
102,88,West,CA,Coffee,Amaretto,Regular
699,271,West,CA,Coffee,Columbian,Regular
192,149,West,CA,Coffee,Decaf Irish Cream,Decaf
501,157,West,CA,Espresso,Caffe Latte,Regular
322,31,West,CA,Espresso,Caffe Mocha,Regular
576,216,West,CA,Espresso,Decaf Espresso,Decaf
322,32,West,NV,Herbal Tea,Chamomile,Decaf
534,194,West,NV,Herbal Tea,Lemon,Decaf
312,122,West,NV,Herbal Tea,Mint,Decaf
576,215,West,NV,Tea,Darjeeling,Regular
501,157,West,NV,Tea,Earl Grey,Regular
31,408,West,NV,Tea,Green Tea,Regular
88,1,West,NV,Coffee,Columbian,Regular
69,8,West,NV,Coffee,Decaf Irish Cream,Decaf
43,31,West,NV,Espresso,Caffe Latte,Regular
41,10,West,NV,Espresso,Caffe Mocha,Regular
58,17,West,NV,Espresso,Decaf Espresso,Decaf
60,19,West,OR,Herbal Tea,Chamomile,Decaf
185,66,West,OR,Herbal Tea,Lemon,Decaf
73,25,West,OR,Tea,Darjeeling,Regular
221,73,West,OR,Tea,Earl Grey,Regular
320,121,West,OR,Tea,Green Tea,Regular
112,7,West,OR,Coffee,Amaretto,Regular
98,1,West,OR,Coffee,Columbian,Regular
101,25,West,OR,Coffee,Decaf Irish Cream,Decaf
103,6,West,OR,Espresso,Caffe Latte,Regular
127,28,West,OR,Espresso,Caffe Mocha,Regular
306,87,West,OR,Espresso,Decaf Espresso,Decaf
289,105,West,WA,Herbal Tea,Chamomile,Decaf
120,46,West,WA,Herbal Tea,Lemon,Decaf
107,30,West,WA,Tea,Darjeeling,Regular
106,28,West,WA,Tea,Earl Grey,Regular
131,3,West,WA,Tea,Green Tea,Regular
176,58,West,WA,Coffee,Columbian,Regular
250,20,West,WA,Coffee,Decaf Irish Cream,Decaf
56,13,West,WA,Espresso,Caffe Latte,Regular
