Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Mean Earnings,Median Earnings
Fontbonne University,3,4,Private,Great Plains,Large Suburb,0.6524,23,1070,30833,8770,6008,25000,27.44000053,61278.18,45291,41500,38100
Hannibal-LaGrange University,3,4,Private,Great Plains,Remote Town,0.6814,22,1029,27560,4224,5168,13750,24.20999908,54659.47,49635,33400,31300
Kansas City Art Institute,3,3,Private,Great Plains,Large City,0.643,24,1073,45824,9820,6008,24000,20.59000015,80904.38,67036,27600,25200
Lindenwood University,3,4,Private,Great Plains,Small City,0.6629,23,1045,30193,3942,6787,20500,23.93000031,74703.81,62127,39600,35400
Maryville University of Saint Louis,3,4,Private,Great Plains,Large Suburb,0.7611,25,1142,37968,6897,7411,19909,23.86000061,76255.16,65418,45900,43200
Missouri Baptist University,3,4,Private,Great Plains,Large Suburb,0.6095,22,1001,30542,4293,5248,15807,23.53000069,60271.01,50739.5,33500,31800
Missouri Southern State University,3,4,Public,Great Plains,Small City,0.9728,21,990,14143,5819,6592,11500,24.22999954,43502.53,32426,33000,30500
Missouri Valley College,3,4,Private,Great Plains,Remote Town,0.2218,20,920,28754,3545,4635,10500,20.70000076,57807.29,49223.5,33000,31000
University of Missouri-Columbia,3,4,Public,Great Plains,Mid-size City,0.7861,26,1165,22387,10752,8788,17500,20.28000069,89631.5,80508.5,46700,41200
University of Missouri-Kansas City,3,4,Public,Great Plains,Large City,0.33,24,1105,23437,15048,8305,15750,23.30999947,57316.66,40642,47400,41300
Missouri University of Science and Technology,3,4,Public,Great Plains,Remote Town,0.8215,28,1263,22102,13510,9931,18843,20.45000076,76783.85,71244,60800,61200
University of Missouri-St Louis,3,4,Public,Great Plains,Large Suburb,0.7419,24,1090,22474,8703,8195,18223,24.01000023,54750.66,37821,40800,37500
Truman State University,3,4,Public,Great Plains,Remote Town,0.7219,28,1243,19689,8626,7038,17500,19.64999962,86263.68,80910,41200,38000
Northwest Missouri State University,3,4,Public,Great Plains,Remote Town,0.7241,23,1050,17005,7623,6501,14815,20.31999969,68150.03,62365.5,37500,34400
Rockhurst University,3,4,Private,Great Plains,Large City,0.7543,26,1164,40582,7167,6863,14684,22.02000046,85877.41,73905.5,47600,43400
Saint Louis University,3,4,Private,Great Plains,Large City,0.6443,28,1237,52413,16641,10028,20500,20.87000084,103272.02,87461,52700,48100
Saint Louis Christian College,3,3,Private,Great Plains,Large Suburb,0.9886,21,970,28581,6254,3587,18460,27,51046.77,44069.5,30600,27600
Southwest Baptist University,3,4,Private,Great Plains,Distant Town,0.9022,23,1062,28948,5310,5605,14250,23.54999924,55704.96,45779.5,33600,30300
Stephens College,3,4,Private,Great Plains,Mid-size City,0.6756,23,1047,41309,8833,5017,16416,22.81999969,72751.34,58312,31600,29800
Southeast Missouri State University,3,4,Public,Great Plains,Small City,0.8546,23,1049,17093,6354,6747,14000,22.61000061,57993.21,47781,36100,32500
Missouri State University-Springfield,3,4,Public,Great Plains,Mid-size City,0.851,24,1090,19117,6697,7135,15000,21.57999992,69002.88,57869.5,37300,34100
Washington University in St Louis,3,4,Private,Great Plains,Large Suburb,0.1555,33,1474,62594,97613,13286,19500,21.38999939,97020.72,77947.5,69500,58300
Webster University,3,4,Private,Great Plains,Large Suburb,0.5806,24,1107,37363,6648,8068,20500,24.03000069,72024.67,61052,41900,37400
Westminster College,3,3,Private,Great Plains,Distant Town,0.719,24,1090,33354,5656,5781,20000,19.90999985,77986.69,64767,39600,35400
William Jewell College,3,3,Private,Great Plains,Large Suburb,0.5778,25,1146,42688,9378,6077,19500,21.44000053,87388.08,75990.5,42900,40500
William Woods University,3,4,Private,Great Plains,Distant Town,0.7514,23,1047,33016,6016,5301,15985,24.21999931,69085.18,58119,35300,32500
Carroll College,3,3,Private,Rocky Mountains,Remote Town,0.53,24,1112,38575,7125,6312,21500,20.64999962,79554.2,68497,41400,37800
Montana Tech of the University of Montana,3,4,Public,Rocky Mountains,Remote Town,0.8891,24,1115,16434,9014,6354,11117,25.06999969,46815.34,33463,45500,36000
Montana State University,3,4,Public,Rocky Mountains,Remote Town,0.8449,24,1115,18486,7209,8068,14465,21.61000061,63595.51,49742,40600,35600
The University of Montana,3,4,Public,Rocky Mountains,Small City,0.9423,24,1090,17440,7041,9948,15259.5,23.04000092,53798.72,36634,36200,30900
Montana State University-Northern,3,4,Public,Rocky Mountains,Remote Town,1,20,925,17290,7935,5164,10500,24.97999954,41110.94,30602,36900,32400
Rocky Mountain College,3,4,Private,Rocky Mountains,Mid-size City,0.6683,22,1024,32987,6433,5787,16625,22.37999916,60415.88,52101,41400,33000
Clarkson College,3,4,Private,Great Plains,Large City,0.6056,24,1110,22322,9266,5474,21906.5,24.48999977,66396.06,60085.5,46000,45300
Bryan College of Health Sciences,3,4,Private,Great Plains,Large City,0.7167,23,1070,26429,13430,5510,22000,26.22999954,54096.53,49522,46700,45600
Concordia University-Nebraska,3,4,Private,Great Plains,Distant Town,0.7152,24,1091,33226,5404,6086,18225,20.09000015,77896.81,68665,37300,33700
Creighton University,3,4,Private,Great Plains,Large City,0.7665,27,1214,46248,13789,9081,21500,20.80999947,101259.23,80669.5,59300,51200
Doane College-Crete,3,3,Private,Great Plains,Distant Town,0.7173,24,1077,36370,10167,5902,18624,22.60000038,64588.47,56267,42900,40300
Grace University,3,4,Private,Great Plains,Large City,0.5846,22,995,27873,9292,5045,12000,23.5,62069.08,49345.5,30900,29100
Hastings College,3,4,Private,Great Plains,Distant Town,0.7364,24,1083,35673,7894,6292,20500,19.84000015,80636.78,72062,39100,38500
University of Nebraska at Kearney,3,4,Public,Great Plains,Remote Town,0.8486,23,1049,19212,7552,7013,13496.5,20.97999954,62130.67,55165.5,39100,36000
Nebraska Methodist College of Nursing & Allied Health,3,4,Private,Great Plains,Large City,0.3333,23,1070,23987,9227,5994,22683.5,24.77000046,60558.1,48876,45300,46700
Midland University,3,4,Private,Great Plains,Distant Town,0.6832,21,970,36214,4625,5733,11500,20.70999908,68281.17,64320,37500,35400
University of Nebraska at Omaha,3,4,Public,Great Plains,Large City,0.7078,23,1070,16860,7900,7860,13631,21.67000008,67569.73,57671,41700,38300
Nebraska Wesleyan University,3,4,Private,Great Plains,Large City,0.7689,24,1109,36429,6896,6285,19500,20.87999916,79498.08,74606,43500,40800
University of Nebraska-Lincoln,3,4,Public,Great Plains,Large City,0.6404,25,1147,21024,10583,10085,15799,20.28000069,81338.55,72140.5,43000,39200
College of Saint Mary,3,4,Private,Great Plains,Large City,0.5701,23,1070,36592,6776,5984,20500,26.25,52522.1,35766,38600,36300
Union College,3,4,Private,Great Plains,Large City,0.5229,23,1050,30383,9339,5335,16937.5,21.09000015,60873.43,49856,40800,34400
York College,3,3,Private,Great Plains,Remote Town,0.489,20,924,26127,5385,4936,16651,20.03000069,64269.03,60482,33200,31300
University of Nevada-Las Vegas,3,4,Public,Far West,Mid-size City,0.8512,22,1003,17478,8741,9986,12608,22.79999924,51263.5,36398.5,42300,38800
University of Nevada-Reno,3,4,Public,Far West,Mid-size City,0.8396,24,1081,21398,14946,9233,12000,23.05999947,61238.62,45534,47000,41800
Daniel Webster College,3,4,Private For-Profit,New England,Small City,0.5992,19,962,27321,17386,5077,12500,21.54999924,81234.2,74352,51300,45600
Dartmouth College,3,4,Private,New England,Remote Town,0.0978,32,1446,61398,25268,13143,10695.5,20.20000076,102621.61,78815,88900,60300
Franklin Pierce University,3,4,Private,New England,Fringe Rural,0.8472,19,975,44410,7615,5299,15289,22.51000023,80237.61,68287,36300,33700
Plymouth State University,3,4,Public,New England,Remote Town,0.7748,21,965,24828,8487,8065,21000,19.92000008,89777.99,83925,35800,33900
Rivier University,3,4,Private,New England,Small City,0.8928,19,932,39525,7573,6599,21000,23.31999969,82144.28,77445,43800,40700
Saint Anselm College,3,3,Private,New England,Mid-size Suburb,0.7365,25,1145,48016,10515,8086,27000,19.42000008,115142.41,101953,52400,48800
Caldwell College,3,4,Private,Mid-Atlantic,Large Suburb,0.6408,21,949,38223,6788,7944,19125,24.46999931,66402.37,50740,42800,38400
Centenary College,3,4,Private,Mid-Atlantic,Large Suburb,0.9094,21,956,44586,5408,6656,19837.5,25.38999939,80140.31,64948,44100,38300
Drew University,3,4,Private,Mid-Atlantic,Large Suburb,0.7743,25,1109,56932,13206,8538,25000,19.39999962,108375.38,94248,45600,40900
Felician College,3,4,Private,Mid-Atlantic,Large Suburb,0.8819,19,877,41750,8805,6612,20834,25.38999939,64996.12,48610,43400,39800
Monmouth University,3,4,Private,Mid-Atlantic,Large Suburb,0.7791,24,1063,42307,8540,8286,22500,20.31999969,101531.99,91415.5,47600,44600
New Jersey Institute of Technology,3,4,Public,Mid-Atlantic,Large City,0.6547,26,1142,26700,8337,11262,16145,21.53000069,60206.72,43773,59400,58300
Princeton University,3,4,Private,Mid-Atlantic,Large Suburb,0.0741,33,1495,55430,48021,15711,7500,20.04000092,89090.02,50686,101500,66500
Ramapo College of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.5526,23,1096,27781,8976,9521,19500,20.72999954,87457.04,79102,47000,45300
Rider University,3,4,Private,Mid-Atlantic,Large Suburb,0.7187,22,1038,48163,12584,10318,22125,20.80999947,92647.08,81460,46000,43800
Saint Peter's University,3,4,Private,Mid-Atlantic,Large City,0.5408,19,913,40921,8447,8274,17500,21.94000053,57869.74,42545,42200,40000
Seton Hall University,3,4,Private,Mid-Atlantic,Large Suburb,0.7916,25,1121,46869,10681,9282,19500,20.77000046,87326.57,69730,55300,50900
Stevens Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.3816,30,1305,59479,14918,9474,26500,19.54000092,99419.73,87408,78600,79200
The Richard Stockton College of New Jersey,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.6211,22,1068,26086,8256,9242,18750,22.09000015,74404.92,64554.5,43700,42300
Eastern New Mexico University-Main Campus,3,4,Public,Southwest,Remote Town,0.6321,20,932,15021,5613,5960,9436,24,32978.68,24637,30000,26100
New Mexico Military Institute,2,2,Public,Southwest,Remote Town,0.4186,20,967,14200,13188,6852,5500,19.59000015,46800.62,35888.5,42700,31900
New Mexico Institute of Mining and Technology,3,4,Public,Southwest,Remote Town,0.4136,26,1200,17600,9268,6908,9283,21.52000046,60441.2,42214,52800,48600
University of New Mexico-Main Campus,3,4,Public,Southwest,Large City,0.6458,22,1038,16822,11288,8938,14164.5,23.96999931,39057.95,26437,37800,31900
New Mexico State University-Main Campus,3,4,Public,Southwest,Mid-size Suburb,0.852,21,982,17290,8494,7954,11147,23.51000023,38201.24,26390.5,35100,30200
Santa Fe University of Art and Design,3,4,Private For-Profit,Southwest,Small City,0.9975,21,998,41417,7676,6682,12500,26.76000023,55971.28,40207,36800,32200
Adelphi University,3,4,Private,Mid-Atlantic,Large Suburb,0.6814,22,1098,41559,12142,11315,21325,23.12999916,74831.68,54115,52200,49400
Albany College of Pharmacy and Health Sciences,3,4,Private,Mid-Atlantic,Small City,0.634,27,1195,40718,11879,8530,24930.5,21.05999947,87171.28,80225,110300,125600
Alfred University,3,4,Private,Mid-Atlantic,Remote Town,0.698,25,1106,38830,10891,6408,21500,19.87999916,78026.36,69334,39800,35400
Barnard College,3,3,Private,Mid-Atlantic,Large City,0.2053,30,1340,59581,21351,11888,16000,19.23999977,105139.12,77701,55100,46900
Canisius College,3,4,Private,Mid-Atlantic,Large City,0.7251,25,1101,42796,8788,7530,20000,19.70000076,82047.93,78118,43500,40800
Clarkson University,3,4,Private,Mid-Atlantic,Remote Town,0.6403,26,1187,54772,13218,10138,24187,19.55999947,89280.81,82272,61900,62400
Colgate University,3,4,Private,Mid-Atlantic,Distant Town,0.2638,31,1370,57745,21634,10985,15062.5,19.29000092,110016.68,91654,61700,53400
Columbia University in the City of New York,3,4,Private,Mid-Atlantic,Large City,0.0742,33,1471,61540,78147,15706,17125,23.76000023,59265.49,30939,92500,69500
Concordia College-New York,3,4,Private,Mid-Atlantic,Large Suburb,0.6701,18,912,36593,8315,5362,20437.5,22.45000076,78763.9,64277,41700,38000
Cooper Union for the Advancement of Science and Art,3,4,Private,Mid-Atlantic,Large City,0.0774,31,1358,56735,24981,11865,17500,20.34000015,56471.71,46772,55000,50400
Cornell University,3,4,Private,Mid-Atlantic,Small City,0.1556,32,1422,59572,23140,13820,11500,19.79999924,97334.41,81957,84500,65000
D'Youville College,3,4,Private,Mid-Atlantic,Large City,0.7908,23,1047,32741,8975,6071,20325,24.39999962,51654.16,37451,50600,45500
Dominican College of Blauvelt,3,4,Private,Mid-Atlantic,Large Suburb,0.7189,21,899,35825,7242,7601,19000,22.80999947,65972.18,50370,47500,43700
Elmira College,3,4,Private,Mid-Atlantic,Small City,0.7978,24,1060,50608,8417,4676,21500,20.93000031,83550.66,73671,40600,37600
Five Towns College,3,4,Private For-Profit,Mid-Atlantic,Large Suburb,0.5509,21,894,31557,3621,4824,17625,20.81999969,73658.77,61243,33200,30100
Fordham University,3,4,Private,Mid-Atlantic,Large City,0.4713,28,1258,56604,13784,12679,21500,20.09000015,96092.62,74870,54600,50300
Hamilton College,3,3,Private,Mid-Atlantic,Fringe Rural,0.2719,31,1384,57420,28954,11159,15500,19.37000084,110802.25,99145,62800,52600
Hartwick College,3,3,Private,Mid-Atlantic,Remote Town,0.8424,25,1126,48699,11990,8002,19500,19.52000046,92072.97,77126,38800,37300
Hofstra University,3,4,Private,Mid-Atlantic,Large Suburb,0.5871,26,1165,49604,15989,12848,19150,20.42000008,90094.08,74751,50700,45900
Houghton College,3,4,Private,Mid-Atlantic,Remote Rural,0.9108,25,1113,38352,10107,4007,19000,23.07999992,70824.5,62241.5,39500,35800
Iona College,3,4,Private,Mid-Atlantic,Large Suburb,0.9212,22,1009,44623,8271,9082,21000,19.98999977,94283.08,79521,49300,45400
LIM College,3,4,Private For-Profit,Mid-Atlantic,Large City,0.7502,20,907,41111,4491,6582,20000,20.02000046,86491.86,69085,44500,42300
Le Moyne College,3,4,Private,Mid-Atlantic,Mid-size City,0.619,24,1080,42068,9710,8776,21216.5,21.52000046,75088.06,62276,47300,45000
LIU Brooklyn,3,4,Private,Mid-Atlantic,Large City,0.869,20,921,42712,11583,9917,18325.5,24.68000031,19232.08,15328,49900,42100
LIU Post,3,4,Private,Mid-Atlantic,Large Suburb,0.8067,21,974,44701,10405,10748,18325.5,21.97999954,57894.33,39528,49900,42100
Manhattan College,3,4,Private,Mid-Atlantic,Large City,0.6617,25,1090,44895,9882,9042,21500,19.71999931,104919.34,94555,56500,56000
Maria College of Albany,2,3,Private,Mid-Atlantic,Small City,0.1603,20,874,17344,5852,5891,14652.5,30.19000053,45226.14,31068,39600,37300
Marymount Manhattan College,3,3,Private,Mid-Atlantic,Large City,0.7463,24,1053,45323,10187,8312,15516,20.12000084,95424.1,75779,39400,36900
Molloy College,3,4,Private,Mid-Atlantic,Large Suburb,0.7267,23,1054,36702,12758,8716,25000,23.79000092,71465.93,58419,56400,53600
Mount Saint Mary College,3,4,Private,Mid-Atlantic,Large Suburb,0.86,22,1006,38808,7429,8458,20910,22.44000053,78289.24,69110,45900,43700
College of Mount Saint Vincent,3,4,Private,Mid-Atlantic,Large City,0.731,20,919,37738,8295,8049,25000,20.77000046,70753.34,53055.5,50000,46500
The College of New Rochelle,3,4,Private,Mid-Atlantic,Large Suburb,0.5695,24,986,43273,5170,8030,16000,32.36000061,25320.42,18962,36400,33300
The New School,3,4,Private,Mid-Atlantic,Large City,0.6659,25,1131,57203,12326,9716,20500,22.92000008,73764.91,48618,46000,38200
New York University,3,4,Private,Mid-Atlantic,Large City,0.2605,30,1352,60059,28606,13434,21500,20.72999954,99964.68,74827,64600,52500
Niagara University,3,4,Private,Mid-Atlantic,Large Suburb,0.6633,23,1038,38829,7355,8135,21000,20.04000092,81807.37,77507.5,39300,37600
New York Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.7407,22,1039,39014,15085,11418,17250,26.07999992,56926.77,40609.5,55800,46800
Nyack College,3,4,Private,Mid-Atlantic,Large Suburb,0.9671,20,915,34586,7721,6525,15750,29.56999969,55832,44111,44500,39200
Pace University-New York,3,4,Private,Mid-Atlantic,Large City,0.7683,23,1043,50625,10191,11627,19500,21.48999977,67532.89,50322,55200,51000
Paul Smiths College of Arts and Science,3,3,Private,Mid-Atlantic,Distant Rural,0.7474,23,986,38860,6341,5447,16750,20.42000008,68400.25,60511,32900,30600
Polytechnic Institute of New York University,3,4,Private,Mid-Atlantic,Large City,0.7523,30,1303,50199,14256,10047,21500,19.70000076,52746.28,35393,64400,62000
Davis College,3,3,Private,Mid-Atlantic,Mid-size Suburb,0.5859,17,928,21593,3198,4587,12000,23.52000046,50625.47,42273.5,27000,23900
Pratt Institute-Main,3,4,Private,Mid-Atlantic,Large City,0.5572,26,1140,54582,13360,9254,23241,20.88999939,75159.24,59029,40600,37300
Rensselaer Polytechnic Institute,3,4,Private,Mid-Atlantic,Small City,0.412,29,1366,59470,20550,12145,27000,19.71999931,102722.37,94717.5,71900,70100
Roberts Wesleyan College,3,4,Private,Mid-Atlantic,Large Suburb,0.726,23,1046,38826,10436,6293,20432,25.17000008,64271.32,57714,41100,37600
Rochester Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.6016,28,1232,45772,16160,9621,24500,20.64999962,82498.77,72166,56500,54000
University of Rochester,3,4,Private,Mid-Atlantic,Mid-size City,0.3568,31,1353,59156,29937,12762,24325.5,20.23999977,97862.81,85192,59500,50200
St Bonaventure University,3,4,Private,Mid-Atlantic,Remote Town,0.7999,24,1075,41265,7923,6445,21501,19.62999916,95765.22,85354,41500,38400
St Joseph's College of Nursing at St Joseph's Hospital Health Center,2,2,Private,Mid-Atlantic,Mid-size City,0.4121,22,1015,23992,12417,7546,12075,30.13999939,58385.12,50740,53100,56100
St Thomas Aquinas College,3,4,Private,Mid-Atlantic,Large Suburb,0.8224,19,931,36823,9077,8773,15000,20.03000069,91067.71,80256,40700,39100
Siena College,3,4,Private,Mid-Atlantic,Large Suburb,0.6805,25,1122,45452,10545,8320,23000,19.73999977,100650.73,93663,52500,49400
Skidmore College,3,4,Private,Mid-Atlantic,Small Suburb,0.3505,28,1247,58562,19402,9067,19500,20.25,103433.96,79221,46200,41900
Saint Joseph's College-New York,3,4,Private,Mid-Atlantic,Large City,0.7538,23,1054,25290,7860,8720,19500,23.87000084,75509.05,66404,50200,47800
Saint John Fisher College,3,4,Private,Mid-Atlantic,Large Suburb,0.6277,25,1095,39014,8715,8342,21500,20.77000046,82611.49,77096,43800,41400
St John's University-New York,3,4,Private,Mid-Atlantic,Large City,0.5316,24,1093,50233,10743,11777,20000,19.69000053,65214.94,49731,54700,48000
SUNY College of Technology at Alfred,2,3,Public,Mid-Atlantic,Remote Town,0.5494,24,1090,21127,9777,5797,12000,21.48999977,59246.15,51047,38300,35600
SUNY College of Agriculture and Technology at Cobleskill,2,3,Public,Mid-Atlantic,Distant Town,0.7309,19,975,21178,7997,6477,11420.5,20.56999969,60928.83,52678,32900,29900
Farmingdale State College,3,3,Public,Mid-Atlantic,Large Suburb,0.5264,21,969,15258,9540,7951,11000,22.84000015,60549.91,44234,47900,44200
Morrisville State College,2,3,Public,Mid-Atlantic,Distant Rural,0.5898,19,930,22083,10578,5781,12000,21.14999962,53204.44,42476.5,32200,29400
SUNY at Albany,3,4,Public,Mid-Atlantic,Small City,0.5545,24,1102,21249,11393,9423,16750,20.29999924,74245.98,60558,47600,44100
SUNY at Binghamton,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.4287,29,1297,21966,10953,9059,17750,20.30999947,75078.96,57865.5,55900,52100
University at Buffalo,3,4,Public,Mid-Atlantic,Large Suburb,0.5652,26,1158,20885,15151,10026,15200,20.78000069,68669.08,56636,50600,44500
Stony Brook University,3,4,Public,Mid-Atlantic,Large Suburb,0.3948,28,1253,20611,18552,10346,17000,20.70000076,61963.11,42408,51600,48200
SUNY College of Environmental Science and Forestry,3,4,Public,Mid-Atlantic,Mid-size City,0.5052,25,1155,22550,15891,8282,17124,21.02000046,76789.5,67355,41800,38200
SUNY Institute of Technology at Utica-Rome,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.4754,24,1053,19843,9945,8487,13193.5,24.18000031,53549.49,40836.5,47800,44800
SUNY College at Brockport,3,4,Public,Mid-Atlantic,Fringe Town,0.4774,24,1069,19511,11538,7181,17750,21.45000076,68780.73,62559,39900,37600
SUNY College at Cortland,3,4,Public,Mid-Atlantic,Distant Town,0.4683,23,1058,21840,9182,6517,18750,20.27000046,82229.52,77274.5,41100,40400
SUNY at Fredonia,3,4,Public,Mid-Atlantic,Distant Town,0.5154,24,1056,20802,10250,6817,19000,19.93000031,79864.05,75269.5,37100,35700
SUNY College at Geneseo,3,4,Public,Mid-Atlantic,Distant Town,0.4566,28,1274,21004,10011,7177,18500,19.81999969,89014.11,84076,44500,42500
State University of New York at New Paltz,3,4,Public,Mid-Atlantic,Large Suburb,0.4359,25,1129,20428,10228,6719,17500,21.05999947,73261.15,59391,41100,38500
SUNY Oneonta,3,4,Public,Mid-Atlantic,Remote Town,0.5073,24,1097,20762,8609,6242,20500,20.10000038,79989.41,72432,40000,37300
SUNY College at Oswego,3,4,Public,Mid-Atlantic,Distant Town,0.4863,24,1110,21222,9804,6733,18750,20.69000053,70031.26,63043,39200,36400
SUNY at Purchase College,3,4,Public,Mid-Atlantic,Large Suburb,0.3319,24,1082,22381,10361,7092,19750,20.61000061,78438.02,63153,33800,30900
SUNY College at Old Westbury,3,4,Public,Mid-Atlantic,Large Suburb,0.5804,21,998,15888,9499,8055,13821,22.04999924,44887.77,34319,42100,39000
SUNY College at Plattsburgh,3,4,Public,Mid-Atlantic,Distant Town,0.4564,22,1026,20371,10349,6830,18750,20.92000008,74172.36,65821,38800,36600
SUNY Maritime College,3,4,Public,Mid-Atlantic,Large City,0.6396,23,1056,21493,10198,6536,21980,20.54999924,83846.41,79477.5,70000,68300
Syracuse University,3,4,Private,Mid-Atlantic,Mid-size City,0.4949,26,1158,55600,14915,10822,27000,20.01000023,98994.29,80005.5,54800,50800
Union College,3,3,Private,Mid-Atlantic,Small City,0.3728,30,1313,58023,20763,10454,24334,19.45999908,113355.39,98739.5,59600,54700
Utica College,3,4,Private,Mid-Atlantic,Small City,0.8542,21,946,44394,8035,7905,18000,21.84000015,64313.98,55077,40800,37600
Vassar College,3,3,Private,Mid-Atlantic,Large Suburb,0.2411,32,1394,59320,29148,11065,16590,19.39999962,115433.73,102049,49200,42300
School of Visual Arts,3,4,Private For-Profit,Mid-Atlantic,Large City,0.7489,23,1020,48993,11276,4887,23500,21.07999992,75007.96,51909,38300,35000
Wagner College,3,4,Private,Mid-Atlantic,Large City,0.6988,25,1154,49453,10939,7949,22875,19.89999962,101715.27,94891,53400,50800
Wells College,3,3,Private,Mid-Atlantic,Distant Rural,0.5967,24,1075,48142,9525,6983,17875,20.81999969,62180.76,50673,32800,30100
Yeshiva University,3,4,Private,Mid-Atlantic,Large City,0.8216,26,1217,53825,33021,5086,15358.5,19.62000084,109592.47,87607,59500,49000
Appalachian State University,3,4,Public,Southeast,Distant Town,0.6323,26,1156,17780,7361,7657,15635,20.68000031,78640.38,69100,36100,33600
Barton College,3,4,Private,Southeast,Fringe Town,0.4177,20,939,37437,6597,5838,21500,24.12999916,59406.39,43763.5,35500,33800
Belmont Abbey College,3,3,Private,Southeast,Mid-size Suburb,0.6759,21,977,39328,5227,4524,18500,25.79000092,71640.74,55427,36300,33300
Brevard College,3,3,Private,Southeast,Fringe Town,0.4489,20,950,35062,8357,5054,11306.5,20.72999954,73359.52,58691,26700,25500
Cabarrus College of Health Sciences,2,3,Private,Southeast,Small City,0.3107,23,998,19688,6927,6672,12750,26.03000069,58727.29,49956,39100,39500
Campbell University,3,4,Private,Southeast,Fringe Town,0.6983,22,1030,40323,8835,7536,17000,22.78000069,63502.94,50771,51400,41000
Chowan University,3,4,Private,Southeast,Distant Town,0.6154,16,777,32188,5191,6164,9500,20.60000038,53764.13,41295,31500,29400
Davidson College,3,3,Private,Southeast,Large Suburb,0.2561,31,1353,54930,17631,11706,15750,19.45999908,118112.31,111520,55100,47900
Duke University,3,4,Private,Southeast,Mid-size City,0.1342,32,1444,59528,51653,14288,6569,21.30999947,92670.02,73265,96500,69400
East Carolina University,3,4,Public,Southeast,Small City,0.6217,23,1050,19851,11838,7975,18500,21.70999908,65286.33,53731,38900,35900
Elizabeth City State University,3,4,Public,Southeast,Distant Town,0.5715,17,849,10620,8556,7545,18137,21.97999954,36585.54,26308,27100,25100
Elon University,3,4,Private,Southeast,Mid-size Suburb,0.5398,25,1200,41679,14745,8485,20500,19.53000069,118353.3,104953,47500,43600
Fayetteville State University,3,4,Public,Southeast,Mid-size City,0.5496,18,851,13188,8010,8064,17003.5,23.79000092,35071.6,26610.5,30000,26700
Gardner-Webb University,3,4,Private,Southeast,Distant Town,0.4817,22,1018,35790,6176,6413,17840,25.87000084,57914.44,46379.5,37000,34400
Greensboro College,3,4,Private,Southeast,Large City,0.7831,18,891,37497,6340,6025,20000,23.20000076,70312.53,58496,35300,32400
Guilford College,3,3,Private,Southeast,Large City,0.6818,23,1067,44255,7234,6361,18500,27.39999962,57515.57,36082.5,36100,33400
High Point University,3,4,Private,Southeast,Mid-size City,0.6418,24,1087,42300,8793,6894,18250,24.95999908,62315.07,47907.5,37800,34900
Johnson C Smith University,3,3,Private,Southeast,Large City,0.3668,17,826,30314,6837,6158,18750,19.59000015,45964.04,34256.5,26000,25100
Lenoir-Rhyne University,3,4,Private,Southeast,Small City,0.6806,21,976,39425,7048,6600,17714,21.29000092,74504.47,62412.5,36100,33600
Livingstone College,3,3,Private,Southeast,Mid-size Suburb,0.7122,15,723,25050,4901,5557,16750,20.98999977,36233.21,28538.5,23300,20900
Mars Hill University,3,4,Private,Southeast,Large Suburb,0.6447,20,941,36669,5825,5017,12000,22.39999962,61433.56,50049,29600,28400
Meredith College,3,4,Private,Southeast,Large City,0.6232,23,1040,39296,9730,6925,20500,22.59000015,75153.97,56959.5,35900,34400
Methodist University,3,4,Private,Southeast,Mid-size City,0.6122,21,961,45011,7620,6726,11200,22.87999916,63251.18,45688.5,39300,35200
Montreat College,3,4,Private,Southeast,Large Suburb,0.5429,20,950,33963,4259,5125,19700,28.70999908,64156.98,51073,38400,34100
Mount Olive College,3,3,Private,Southeast,Fringe Town,0.4979,19,915,26161,3143,6231,18845,31.14999962,49273.48,38102,39000,35200
North Carolina A & T State University,3,4,Public,Southeast,Large City,0.6964,19,902,15313,9006,8227,19843,20.61000061,50618.06,37668.5,34100,29900
University of North Carolina at Asheville,3,4,Public,Southeast,Small City,0.6403,26,1190,17468,9085,7371,15772.5,22.01000023,60962.62,48654,32800,31600
University of North Carolina at Chapel Hill,3,4,Public,Southeast,Small City,0.2759,30,1313,23069,25891,11392,15000,20.62999916,80815.19,64969.5,59700,48000
University of North Carolina at Charlotte,3,4,Public,Southeast,Large City,0.6852,23,1066,17767,8855,8337,16500,21.90999985,64318,51983,42600,38300
University of North Carolina at Greensboro,3,4,Public,Southeast,Large City,0.6002,23,1029,17362,8803,7926,16000,21.55999947,62041.39,50195,35300,33300
North Carolina Central University,3,4,Public,Southeast,Mid-size City,0.5033,18,859,17873,10084,7653,21670,22.82999992,40378.24,29880,32500,30200
University of North Carolina School of the Arts,3,4,Public,Southeast,Mid-size City,0.4521,23,1105,19666,20892,6953,19500,20.20000076,83619.14,69633.5,33000,29600
North Carolina State University at Raleigh,3,4,Public,Southeast,Large City,0.5001,28,1229,20511,13831,9774,17750,20.54000092,76057.18,66351,49900,44100
